,Str1,Str2,Shared_norm,Strain1,Strain2
374,R._leguminosarum_FRF1D12_GCF_004330655.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.9260094992012148,365,377
397,R._leguminosarum_FRF1D12_GCF_004330655.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.8641635851225804,365,386
382,R._leguminosarum_FRF1D12_GCF_004330655.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.8570582671060119,365,388
398,R._leguminosarum_FRF1D12_GCF_004330655.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.8556861404632098,365,395
370,R._leguminosarum_FRF1D12_GCF_004330655.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.8533196360879927,365,399
381,R._leguminosarum_FRF1D12_GCF_004330655.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.8542335819668297,365,414
399,R._leguminosarum_FRF1D12_GCF_004330655.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.8639797560403084,365,416
400,R._leguminosarum_FRF1D12_GCF_004330655.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.8684941773882147,365,417
396,R._leguminosarum_FRF1D12_GCF_004330655.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.8639929398622632,365,429
377,R._leguminosarum_FRF1D12_GCF_004330655.1,R._leguminosarum_JHI960_GCA_010668545.1,0.8422893605388702,365,438
1420,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._anhuiense_S10_GCF_002531655.1,0.8243700297691676,370,5
1442,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_Vh3_GCF_000373325.1,0.8224014496498424,370,21
1427,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.8314499564701405,370,25
1458,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.8257018256617152,370,26
1444,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.831353085961192,370,77
1430,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_JHI783_GCF_010668665.1,0.8300317450585624,370,81
1457,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,0.8292583352348695,370,103
1455,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,0.8196204916058089,370,152
1456,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,0.8314801237284031,370,165
1434,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_RCAM0626_GCA_014189575.1,0.8163271132172931,370,168
1443,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8516023343368007,370,195
1459,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.8279168154395367,370,206
1440,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.8296035722365817,370,227
1439,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.8238695303278811,370,233
1438,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.8235927954477524,370,239
1425,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.8270321065825244,370,240
1423,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_128C53_GCF_000373425.1,0.814939361894907,370,260
1441,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_UPM791_GCF_002948295.1,0.8176128831407972,370,261
1429,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.8126076981347392,370,262
1437,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.8323294743993723,370,265
1447,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8394475658824809,370,285
1448,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8234134839299916,370,302
1449,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.830082448520489,370,309
1446,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8215439490759506,370,311
1432,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_L144_GCF_012276225.1,0.8666480925689645,370,338
1422,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._laguerreae_SS21_GCF_012275795.1,0.8888431095118783,370,344
1421,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._laguerreae_SP4_GCF_012275785.1,0.8898768541413342,370,348
1433,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_L563_GCF_012276025.1,0.8919226650756206,370,359
1426,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.9171583980730045,370,365
1445,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,1.0,370,370
1428,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.9213754191018326,370,377
1451,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.8505856642392282,370,386
1436,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.8513623398904006,370,388
1452,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.8456830273648325,370,395
1424,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.844213183467317,370,399
1435,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.847734774513176,370,414
1453,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.8528800300217593,370,416
1454,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.8549577420098302,370,417
1450,R._sp._PEPV16_PEPV16_GCF_008919455.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.8509274916214309,370,429
1431,R._sp._PEPV16_PEPV16_GCF_008919455.1,R._leguminosarum_JHI960_GCA_010668545.1,0.8334337075835709,370,438
446,R._leguminosarum_FWPou38_GCF_013391705.1,R._anhuiense_S10_GCF_002531655.1,0.8234432324804788,377,5
468,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_Vh3_GCF_000373325.1,0.8227675716756742,377,21
453,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.8306723799049799,377,25
484,R._leguminosarum_FWPou38_GCF_013391705.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.8292440595449528,377,26
470,R._leguminosarum_FWPou38_GCF_013391705.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.8309464840927252,377,77
456,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_JHI783_GCF_010668665.1,0.8367352093063225,377,81
483,R._leguminosarum_FWPou38_GCF_013391705.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,0.8299408852024268,377,103
481,R._leguminosarum_FWPou38_GCF_013391705.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,0.824862663496749,377,152
482,R._leguminosarum_FWPou38_GCF_013391705.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,0.834715867644675,377,165
460,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_RCAM0626_GCA_014189575.1,0.8244245669425168,377,168
469,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8422422119862436,377,195
485,R._leguminosarum_FWPou38_GCF_013391705.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.826025646019396,377,206
466,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.8252051906720763,377,227
465,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.8272539145958229,377,233
464,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.824291763220407,377,239
451,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.824371840315121,377,240
449,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_128C53_GCF_000373425.1,0.8131042367765953,377,260
467,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_UPM791_GCF_002948295.1,0.8159291477272148,377,261
455,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.8100468442109909,377,262
463,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.8350751794229715,377,265
473,R._leguminosarum_FWPou38_GCF_013391705.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8370043767223212,377,285
474,R._leguminosarum_FWPou38_GCF_013391705.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.827772253793019,377,302
475,R._leguminosarum_FWPou38_GCF_013391705.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.831526116733595,377,309
472,R._leguminosarum_FWPou38_GCF_013391705.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8252453329637648,377,311
458,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_L144_GCF_012276225.1,0.8671457828129299,377,338
448,R._leguminosarum_FWPou38_GCF_013391705.1,R._laguerreae_SS21_GCF_012275795.1,0.8807375041208216,377,344
447,R._leguminosarum_FWPou38_GCF_013391705.1,R._laguerreae_SP4_GCF_012275785.1,0.8788161585794851,377,348
459,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_L563_GCF_012276025.1,0.9025593773861041,377,359
452,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.9260094992012148,377,365
471,R._leguminosarum_FWPou38_GCF_013391705.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.9213754191018326,377,370
454,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_FWPou38_GCF_013391705.1,1.0,377,377
477,R._leguminosarum_FWPou38_GCF_013391705.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.8586788780041157,377,386
462,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.8535168404121969,377,388
478,R._leguminosarum_FWPou38_GCF_013391705.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.8481580499258087,377,395
450,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.8479493995110543,377,399
461,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.8506852761406866,377,414
479,R._leguminosarum_FWPou38_GCF_013391705.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.8577584720231551,377,416
480,R._leguminosarum_FWPou38_GCF_013391705.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.8603254042123811,377,417
476,R._leguminosarum_FWPou38_GCF_013391705.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.856917174999771,377,429
457,R._leguminosarum_FWPou38_GCF_013391705.1,R._leguminosarum_JHI960_GCA_010668545.1,0.8411155845153302,377,438
2988,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._anhuiense_S10_GCF_002531655.1,0.836146723909739,386,5
3010,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_Vh3_GCF_000373325.1,0.8532353541539089,386,21
2995,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.8487798433450607,386,25
3026,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.8575875280235294,386,26
3012,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.8462534612553774,386,77
2998,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_JHI783_GCF_010668665.1,0.8373305506980657,386,81
3025,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,0.8523821113227115,386,103
3023,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,0.8357576626663172,386,152
3024,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,0.8479358899705367,386,165
3002,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_RCAM0626_GCA_014189575.1,0.8234165479541411,386,168
3011,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8502999600314622,386,195
3027,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.8388330436009628,386,206
3008,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.839576194414904,386,227
3007,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.8285061178791353,386,233
3006,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.8346711771848079,386,239
2993,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.8409849119756461,386,240
2991,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_128C53_GCF_000373425.1,0.8262126447221323,386,260
3009,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_UPM791_GCF_002948295.1,0.8289202769806778,386,261
2997,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.8222512120563095,386,262
3005,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.8508951434559138,386,265
3015,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8592101563033241,386,285
3016,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8589393824220466,386,302
3017,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.8579590406826569,386,309
3014,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8548942179808865,386,311
3000,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_L144_GCF_012276225.1,0.8577210910142681,386,338
2990,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._laguerreae_SS21_GCF_012275795.1,0.845644121389114,386,344
2989,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._laguerreae_SP4_GCF_012275785.1,0.8425427362445754,386,348
3001,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_L563_GCF_012276025.1,0.8469898185430753,386,359
2994,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.8641635851225804,386,365
3013,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.8505856642392282,386,370
2996,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.8586788780041157,386,377
3019,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,1.0,386,386
3004,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.9266677034227639,386,388
3020,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.9446005920690945,386,395
2992,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.9153104640791618,386,399
3003,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.9293225259705555,386,414
3021,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.9655033084049292,386,416
3022,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.963100016558593,386,417
3018,gsB_R._leguminosarum_SM12_GCF_004306015.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.9650426178050922,386,429
2999,gsB_R._leguminosarum_SM12_GCF_004306015.1,R._leguminosarum_JHI960_GCA_010668545.1,0.9048626119193814,386,438
808,R._leguminosarum_RSP1E6_GCF_004330085.1,R._anhuiense_S10_GCF_002531655.1,0.8263681467383028,388,5
830,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_Vh3_GCF_000373325.1,0.8502388792153279,388,21
815,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.8488678380713067,388,25
846,R._leguminosarum_RSP1E6_GCF_004330085.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.8500374786891913,388,26
832,R._leguminosarum_RSP1E6_GCF_004330085.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.8468791237226442,388,77
818,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_JHI783_GCF_010668665.1,0.8413863204770282,388,81
845,R._leguminosarum_RSP1E6_GCF_004330085.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,0.8388792500916922,388,103
843,R._leguminosarum_RSP1E6_GCF_004330085.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,0.8286140257105906,388,152
844,R._leguminosarum_RSP1E6_GCF_004330085.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,0.8408973764213519,388,165
822,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_RCAM0626_GCA_014189575.1,0.8225535122834815,388,168
831,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8378849550695133,388,195
847,R._leguminosarum_RSP1E6_GCF_004330085.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.8312016629163549,388,206
828,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.8300627818498931,388,227
827,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.819286875637004,388,233
826,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.854748619562874,388,239
813,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.8336616780655906,388,240
811,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_128C53_GCF_000373425.1,0.8276552462981526,388,260
829,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_UPM791_GCF_002948295.1,0.8350431892907901,388,261
817,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.8332908396488025,388,262
825,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.8409338463143758,388,265
835,R._leguminosarum_RSP1E6_GCF_004330085.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8545347506027048,388,285
836,R._leguminosarum_RSP1E6_GCF_004330085.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8565146093446727,388,302
837,R._leguminosarum_RSP1E6_GCF_004330085.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.8576226780154248,388,309
834,R._leguminosarum_RSP1E6_GCF_004330085.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8516611085335395,388,311
820,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_L144_GCF_012276225.1,0.855529932590873,388,338
810,R._leguminosarum_RSP1E6_GCF_004330085.1,R._laguerreae_SS21_GCF_012275795.1,0.839730574350873,388,344
809,R._leguminosarum_RSP1E6_GCF_004330085.1,R._laguerreae_SP4_GCF_012275785.1,0.8305731519156889,388,348
821,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_L563_GCF_012276025.1,0.8505015075013623,388,359
814,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.8570582671060119,388,365
833,R._leguminosarum_RSP1E6_GCF_004330085.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.8513623398904006,388,370
816,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.8535168404121969,388,377
839,R._leguminosarum_RSP1E6_GCF_004330085.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.9266677034227639,388,386
824,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_RSP1E6_GCF_004330085.1,1.0,388,388
840,R._leguminosarum_RSP1E6_GCF_004330085.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,0.9092560487267921,388,395
812,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.9326600535257837,388,399
823,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.9288343863666524,388,414
841,R._leguminosarum_RSP1E6_GCF_004330085.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.9181547330762414,388,416
842,R._leguminosarum_RSP1E6_GCF_004330085.1,gsB_R._leguminosarum_SM39_GCF_004306715.1,0.9202581589435408,388,417
838,R._leguminosarum_RSP1E6_GCF_004330085.1,gsB_R._leguminosarum_SM10_GCF_004322895.1,0.9174640832535284,388,429
819,R._leguminosarum_RSP1E6_GCF_004330085.1,R._leguminosarum_JHI960_GCA_010668545.1,0.9069212280305534,388,438
3028,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._anhuiense_S10_GCF_002531655.1,0.8324448128714672,395,5
3050,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_Vh3_GCF_000373325.1,0.8520844692110565,395,21
3035,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_FRF1H7_GCF_004330625.1,0.8435563528079775,395,25
3066,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsC_R._leguminosarum_SM92_GCF_004305315.1,0.8490223937332837,395,26
3052,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._ruizarguesonis_UPM1135_GCF_012412905.1,0.840895282583475,395,77
3038,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_JHI783_GCF_010668665.1,0.8355609105849828,395,81
3065,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsC_R._leguminosarum_SM84_GCF_004306055.1,0.8487685529008022,395,103
3063,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsC_R._leguminosarum_SM42_GCF_004306325.1,0.8470762011476675,395,152
3064,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsC_R._leguminosarum_SM43_GCF_004306775.1,0.8420549697348194,395,165
3042,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_RCAM0626_GCA_014189575.1,0.8174493200442216,395,168
3051,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_WSM448_GCF_004028185.1,0.8504124191188224,395,195
3067,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsE_R._leguminosarum_SM149A_GCF_004304155.1,0.8371295719427891,395,206
3048,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_UPM1137_GCF_000427705.1,0.8359774795930822,395,227
3047,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_SEMIA_499_GCF_014198835.1,0.8304710879636736,395,233
3046,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_SEMIA_488_GCF_014206965.1,0.8269440689122803,395,239
3033,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_CZP1G4_GCF_004330845.1,0.8383152094017632,395,240
3031,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_128C53_GCF_000373425.1,0.8235187362927521,395,260
3049,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_UPM791_GCF_002948295.1,0.8262409019836516,395,261
3037,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_JHI1084_GCF_010668425.1,0.8147775219470732,395,262
3045,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_SEMIA_459_GCF_014198415.1,0.8435811604192126,395,265
3055,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsA_R._leguminosarum_SM151B_GCF_004304085.1,0.8563571507004031,395,285
3056,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsA_R._leguminosarum_SM155C_GCF_004303655.1,0.8589513356523931,395,302
3057,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsA_R._leguminosarum_SM163B_GCF_004303255.1,0.8484640189800909,395,309
3054,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsA_R._leguminosarum_SM144B_GCF_004303975.1,0.8475568723088771,395,311
3040,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_L144_GCF_012276225.1,0.8459500571477989,395,338
3030,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._laguerreae_SS21_GCF_012275795.1,0.8372965973821841,395,344
3029,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._laguerreae_SP4_GCF_012275785.1,0.8376390611063438,395,348
3041,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_L563_GCF_012276025.1,0.8385345931881917,395,359
3034,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_FRF1D12_GCF_004330655.1,0.8556861404632098,395,365
3053,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._sp._PEPV16_PEPV16_GCF_008919455.1,0.8456830273648325,395,370
3036,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_FWPou38_GCF_013391705.1,0.8481580499258087,395,377
3059,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsB_R._leguminosarum_SM12_GCF_004306015.1,0.9446005920690945,395,386
3044,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_RSP1E6_GCF_004330085.1,0.9092560487267921,395,388
3060,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsB_R._leguminosarum_SM13_GCF_004307165.1,1.0,395,395
3032,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_CCBAU65264_GCF_012276485.1,0.9000892314981729,395,399
3043,gsB_R._leguminosarum_SM13_GCF_004307165.1,R._leguminosarum_RSF2G1_GCF_004330135.1,0.9222627092947053,395,414
3061,gsB_R._leguminosarum_SM13_GCF_004307165.1,gsB_R._leguminosarum_SM22_GCF_004306805.1,0.9522545341347144,395,416
